Designator,Mid X,Mid Y,Rotation,Layer
A1,137.999998,-84.699999,90.0,top
B1,139.999998,-84.699999,90.0,top
C1,141.999998,-84.699999,90.0,top
H1,140.0,-106.0,0.0,top
H2,151.312498,-86.406174,0.0,top
H3,162.624998,-105.999999,0.0,top
H4,128.687498,-86.406174,0.0,top
H5,151.312498,-125.593824,0.0,top
H6,117.374998,-105.999999,0.0,top
H7,128.687498,-125.593824,0.0,top
NT1,152.636559,-102.988898,170.0,bottom
NT2,136.289408,-118.449133,290.0,bottom
NT3,131.074028,-96.561967,50.0,bottom
